DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,culture_type
ACH-000660,SU-DHL-5,SUDHL5,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331036.0,Female,DSMZ,CVCL_1735,1609.0,lymph_node,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),17.0,SIDM00406,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,
ACH-000662,COR-L23,CORL23,CORL23_LUNG,COR-L23/CPR,687780.0,Male,ECACC,CVCL_1139,1313.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",62.0,SIDM00512,,lung,NSCLC,NSCLC_large_cell,,Adherent
ACH-000663,OVTOKO,OVTOKO,OVTOKO_OVARY,,1298365.0,Female,HSRRB,CVCL_3117,1095.0,spleen,Metastasis,Ovarian Cancer,"Adenocarcinoma, clear cell",78.0,SIDM00425,,ovary,ovary_adenocarcinoma,clear_cell,,Adherent
ACH-000664,SU-DHL-1,SUDHL1,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909742.0,Male,DSMZ,CVCL_0538,1634.0,pleural_effusion,,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",10.0,SIDM00390,,lymphocyte,non_hodgkin_lymphoma,t_cell_ALCL,,Suspension
ACH-000665,SK-MES-1,SKMES1,SKMES1_LUNG,,909728.0,Male,ATCC,CVCL_0630,1628.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",65.0,SIDM01103,,lung,NSCLC,NSCLC_squamous,,Adherent
ACH-000666,NCI-H1355,NCIH1355,NCIH1355_LUNG,,724866.0,Male,ATCC,CVCL_1464,1780.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",53.0,SIDM00645,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000667,HCC-44,HCC44,HCC44_LUNG,,1240145.0,Female,DSMZ,CVCL_2060,1247.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",54.0,SIDM01069,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000668,HCC70,HCC70,HCC70_BREAST,,907048.0,Female,ATCC,CVCL_1270,937.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,49.0,SIDM00673,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,Adherent
ACH-000669,SW 900,SW900,SW900_LUNG,,724879.0,Male,ATCC,CVCL_1731,1454.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",53.0,SIDM01158,,lung,NSCLC,NSCLC_squamous,,Adherent
ACH-000670,SBC-5,SBC5,SBC5_LUNG,,713880.0,Male,HSRRB,CVCL_1679,999.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00368,,lung,SCLC,,,Adherent
ACH-000672,IA-LM,IALM,IALM_LUNG,,910779.0,Male,RIKEN,CVCL_1302,1792.0,skin,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",68.0,SIDM00306,,lung,NSCLC,NSCLC_large_cell,,Adherent
ACH-000674,NUGC-4,NUGC4,NUGC4_STOMACH,,1298357.0,Female,RIKEN,CVCL_3082,941.0,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,35.0,SIDM00570,,gastric,gastric_adenocarcinoma,diffuse_gastric,,
ACH-000675,NCI-H1734,NCIH1734,NCIH1734_LUNG,,722058.0,Female,ATCC,CVCL_1491,411.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",56.0,SIDM00739,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000677,SW 1573,SW1573,SW1573_LUNG,,724878.0,Female,ATCC,CVCL_1720,849.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",44.0,SIDM01163,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000678,MKN7,MKN7,MKN7_STOMACH,,924250.0,Male,RIKEN,CVCL_1417,2113.0,lymph_node,Metastasis,Gastric Cancer,"Adenocarcinoma, tubular",39.0,SIDM00560,,gastric,gastric_adenocarcinoma,tubular,,
ACH-000679,OE-19,OE19,OE19_OESOPHAGUS,,910079.0,Male,HPACC,CVCL_1622,1664.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,72.0,SIDM00479,,esophagus,esophagus_squamous,laryngeal,,
ACH-000680,SW948,SW948,SW948_LARGE_INTESTINE,,909757.0,Female,ATCC,CVCL_0632,1689.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,81.0,SIDM00832,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000681,A549,A549,A549_LUNG,,905949.0,Male,ATCC,CVCL_0023,369.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52.0,SIDM00903,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000684,KMRC-1,KMRC1,KMRC1_KIDNEY,,1298168.0,Male,HSRRB,CVCL_2983,1514.0,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00611,,kidney,renal_cell_carcinoma,clear_cell,,
ACH-000688,OV7,OV7,OV7_OVARY,,1480360.0,Female,ECACC,CVCL_2675,1985.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, mixed",78.0,SIDM00474,,ovary,ovary_adenocarcinoma,mixed_serous_clear_cell,,Adherent
ACH-000689,RH-18,RH18,RH18_SOFT_TISSUE,,971774.0,Female,DSMZ,CVCL_1659,861.0,soft_tissue,,Sarcoma,Rhabdomyosarcoma,2.0,SIDM00454,,soft_tissue,rhabdomyosarcoma,,,
ACH-000691,HCC2157,HCC2157,HCC2157_BREAST,,749715.0,Female,ATCC,CVCL_1261,351.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,48.0,SIDM00774,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,Suspension
ACH-000693,KYSE-180,KYSE180,KYSE180_OESOPHAGUS,,907318.0,Male,DSMZ,CVCL_1349,599.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,53.0,SIDM01030,,esophagus,esophagus_squamous,,,Adherent
ACH-000694,TE-9,TE9,TE9_OESOPHAGUS,,946353.0,Male,RIKEN,CVCL_1767,1312.0,pleural_effusion,Metastasis,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00325,,esophagus,esophagus_squamous,,,Adherent
ACH-000696,OVCAR-8,OVCAR8,OVCAR8_OVARY,,905991.0,Female,NCI/DCTD,CVCL_1629,2131.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",64.0,SIDM00090,,ovary,ovary_adenocarcinoma,high_grade_serous,,
ACH-000697,A3/KAW,A3KAW,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910935.0,Female,HSRRB,CVCL_1062,1511.0,ascites,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),,SIDM00495,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,Suspension
ACH-000698,DMS 53,DMS53,DMS53_LUNG,,907295.0,Male,ATCC,CVCL_1177,580.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),54.0,SIDM00523,,lung,SCLC,,,not found
ACH-000699,HCC1395,HCC1395,HCC1395_BREAST,,749712.0,Female,ATCC,CVCL_1249,94.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,43.0,SIDM00884,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_B,Adherent
ACH-000702,L-1236,L1236,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330935.0,Male,DSMZ,CVCL_2096,408.0,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Hodgkins",34.0,SIDM00313,,lymphocyte,hodgkin_lymphoma,,,Mixed adherent and suspension
ACH-000703,DMS 79,DMS79,DMS79_LUNG,,753551.0,Male,ATCC,CVCL_1178,300.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),65.0,SIDM00524,,lung,SCLC,,,Suspension
ACH-000704,OAW42,OAW42,OAW42_OVARY,,910548.0,Female,ECACC,CVCL_1615,782.0,ascites,Metastasis,Ovarian Cancer,Carcinoma,,SIDM00480,,ovary,ovary_carcinoma,,,Adherent
ACH-000706,EKVX,EKVX,EKVX_LUNG,,905970.0,Male,Academic lab,CVCL_1195,322.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00119,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000711,JIMT-1,JIMT1,JIMT1_BREAST,,1298157.0,Female,DSMZ,CVCL_2077,479.0,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,62.0,SIDM01037,,breast,breast_ductal_carcinoma,ERneg_HER2pos,basal_A,
ACH-000713,Caov-3,CAOV3,CAOV3_OVARY,,906825.0,Female,ATCC,CVCL_0201,320.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",54.0,SIDM00919,,ovary,ovary_adenocarcinoma,high_grade_serous,,Adherent
ACH-000714,KMS-11,KMS11,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1659817.0,Female,HSRRB,CVCL_2989,1308.0,pleural_effusion,Primary,Myeloma,Multiple Myeloma,67.0,SIDM00608,,plasma_cell,multiple_myeloma,,,Adherent
ACH-000716,TT2609-C02,TT2609C02,TT2609C02_THYROID,,1240223.0,Male,DSMZ,CVCL_2218,1457.0,thyroid,,Thyroid Cancer,"Carcinoma, follicular",57.0,SIDM00418,,thyroid,thyroid_carcinoma,follicular,,Adherent
ACH-000717,COLO-680N,COLO680N,COLO680N_OESOPHAGUS,,906817.0,Female,DSMZ,CVCL_1131,1469.0,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,57.0,SIDM00956,,esophagus,esophagus_squamous,,,Adherent
ACH-000718,NCI-H2291,NCIH2291,NCIH2291_LUNG,,724874.0,Male,ATCC,CVCL_1546,917.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00728,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000719,RMG-I,RMGI,RMGI_OVARY,,909699.0,Female,HSRRB,CVCL_1662,1162.0,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, clear cell",34.0,SIDM00352,,ovary,ovary_adenocarcinoma,clear_cell,,
ACH-000720,TCCSUP,TCCSUP,TCCSUP_URINARY_TRACT,,687459.0,Female,ATCC,CVCL_1738,275.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,67.0,SIDM01190,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Adherent
ACH-000722,SNU-C1,SNUC1,SNUC1_LARGE_INTESTINE,,910905.0,Male,ATCC,CVCL_1708,1066.0,abdomen,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,71.0,SIDM01197,,colorectal,colorectal_adenocarcinoma,,,Mixed adherent and suspension
ACH-000724,HT-1376,HT1376,HT1376_URINARY_TRACT,,907066.0,Female,ATCC,CVCL_1292,1211.0,urinary_tract,Primary,Bladder Cancer,Carcinoma,58.0,SIDM00678,,urinary_tract,bladder_carcinoma,,,Adherent
ACH-000725,HCC202,HCC202,HCC202_BREAST,,1290906.0,Female,ATCC,CVCL_2062,1552.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,82.0,SIDM00870,,breast,breast_ductal_carcinoma,ERneg_HER2pos,HER2_amp,Adherent
ACH-000727,NCI-H2066,NCIH2066,NCIH2066_LUNG,,1330973.0,Female,ATCC,CVCL_1520,1073.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),70.0,SIDM00711,,lung,SCLC,,,
ACH-000729,NCI-H1963,NCIH1963,NCIH1963_LUNG,H1963,688010.0,Male,ATCC,CVCL_1510,1570.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),56.0,SIDM00760,,lung,SCLC,,,Adherent
ACH-000730,SK-MEL-5,SKMEL5,SKMEL5_SKIN,,905956.0,Female,ATCC,CVCL_0527,1491.0,lymph_node,Metastasis,Skin Cancer,Melanoma,24.0,SIDM00080,,skin,melanoma,,,Adherent
ACH-000733,NCI-H1838,NCIH1838,NCIH1838_LUNG,,687807.0,Female,ATCC,CVCL_1499,1690.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00769,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000738,GB-1,GB1,GB1_CENTRAL_NERVOUS_SYSTEM,,687568.0,Male,HSRRB,CVCL_1227,2095.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,35.0,SIDM00581,,central_nervous_system,glioma,glioblastoma,,
ACH-000740,A-253,A253,A253_SALIVARY_GLAND,,906794.0,Male,ATCC,CVCL_1060,2089.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, salivary gland",54.0,SIDM00796,,upper_aerodigestive,upper_aerodigestive_squamous,salivary_gland,,Adherent
ACH-000743,COR-L95,CORL95,CORL95_LUNG,,1297439.0,Male,ECACC,CVCL_2418,1769.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),64.0,SIDM00521,,lung,SCLC,,,Suspension
ACH-000744,NCI-H1623,NCIH1623,NCIH1623_LUNG,,687798.0,Male,ATCC,CVCL_1481,1238.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",58.0,SIDM00747,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000745,MOLP-8,MOLP8,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330950.0,Male,DSMZ,CVCL_2124,924.0,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,52.0,SIDM00434,,plasma_cell,multiple_myeloma,,,Adherent
ACH-000747,NCI-H1703,NCIH1703,NCIH1703_LUNG,,908474.0,Male,ATCC,CVCL_1490,1239.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",54.0,SIDM00740,,lung,NSCLC,NSCLC_squamous,,Adherent
ACH-000748,SJSA-1,SJSA1,SJSA1_BONE,,909717.0,Male,ATCC,CVCL_1697,1180.0,bone,Primary,Bone Cancer,Osteosarcoma,19.0,SIDM01112,,bone,osteosarcoma,,,Adherent
ACH-000749,DMS 273,DMS273,DMS273_LUNG,,687985.0,Female,ECACC,CVCL_1176,1862.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50.0,SIDM00522,,lung,SCLC,,,Adherent
ACH-000750,LOX IMVI,LOXIMVI,LOXIMVI_SKIN,,905974.0,Male,NCI/DCTD,CVCL_1381,401.0,lymph_node,Metastasis,Skin Cancer,Melanoma,58.0,SIDM00149,,skin,melanoma,,,
ACH-000751,OCI-M1,OCIM1,OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330985.0,Unknown,DSMZ,CVCL_2149,1679.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",62.0,SIDM00458,,blood,AML,M6,,
ACH-000752,NCI-H196,NCIH196,NCIH196_LUNG,,1240186.0,Male,ATCC,CVCL_1509,1250.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),68.0,SIDM00761,,lung,SCLC,,,Adherent
ACH-000754,L-428,L428,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907322.0,Female,DSMZ,CVCL_1361,1804.0,pleural_effusion,,Lymphoma,"B-cell, Hodgkins",37.0,SIDM00327,,lymphocyte,hodgkin_lymphoma,,,
ACH-000755,HCC2218,HCC2218,HCC2218_BREAST,,749716.0,Female,ATCC,CVCL_1263,352.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,38.0,SIDM00772,,breast,breast_ductal_carcinoma,ERneg_HER2pos,HER2_amp,Suspension
ACH-000756,GI-1,GI1,GI1_CENTRAL_NERVOUS_SYSTEM,,906871.0,Male,RIKEN,CVCL_1231,245.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,61.0,SIDM00273,,central_nervous_system,glioma,glioblastoma,,Adherent
ACH-000757,A427,A427,A427_LUNG,,910851.0,Male,Academic lab,CVCL_1055,1839.0,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00810,,lung,NSCLC,NSCLC_adenocarcinoma,,not found
ACH-000759,MDA-MB-175-VII,MDAMB175VII,MDAMB175VII_BREAST,,908120.0,Female,ATCC,CVCL_1400,50.0,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,56.0,SIDM00633,,breast,breast_ductal_carcinoma,ERpos_HER2neg,HER2_amp,Adherent
ACH-000763,MM1-S,MM1S,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1659818.0,Female,Academic lab,CVCL_8792,995.0,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,,SIDM01265,,plasma_cell,multiple_myeloma,,,Mixed adherent and suspension
ACH-000766,NCI-H1648,NCIH1648,NCIH1648_LUNG,,687799.0,Male,ATCC,CVCL_1482,712.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",39.0,SIDM00746,,lung,NSCLC,NSCLC_adenocarcinoma,,Mixed adherent and suspension
ACH-000767,NCI-H526,NCIH526,NCIH526_LUNG,,688025.0,Male,ATCC,CVCL_1569,1380.0,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55.0,SIDM01128,,lung,SCLC,,,Suspension
ACH-000768,MDA-MB-231,MDAMB231,MDAMB231_BREAST,,905960.0,Female,ATCC,CVCL_0062,1013.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,51.0,SIDM00146,,breast,breast_carcinoma,ERneg_HER2neg,basal_B,Adherent
ACH-000769,LK-2,LK2,LK2_LUNG,,687787.0,Male,RIKEN,CVCL_1377,45.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM00548,,lung,NSCLC,NSCLC_squamous,,Adherent
ACH-000770,P31/FUJ,P31FUJ,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909253.0,Male,HSRRB,CVCL_1632,642.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",,SIDM00363,,blood,AML,M5,,
ACH-000772,TE 441.T,TE441T,TE441T_SOFT_TISSUE,,924248.0,Female,ATCC,CVCL_1754,298.0,soft_tissue,,Sarcoma,Rhabdomyosarcoma,14.0,SIDM01173,,soft_tissue,rhabdomyosarcoma,,,Adherent
ACH-000775,NCI-H727,NCIH727,NCIH727_LUNG,,724855.0,Female,ATCC,CVCL_1584,341.0,lung,Primary,Lung Cancer,Carcinoid,65.0,SIDM01119,,lung,lung_carcinoid,,,Adherent
ACH-000776,ONS-76,ONS76,ONS76_CENTRAL_NERVOUS_SYSTEM,,909248.0,Female,HSRRB,CVCL_1624,67.0,central_nervous_system,Primary,Brain Cancer,Medulloblastoma,2.0,SIDM00567,,central_nervous_system,medulloblastoma,,non_MYC,
ACH-000778,HSC-3,HSC3,HSC3_UPPER_AERODIGESTIVE_TRACT,,907061.0,Male,HSRRB,CVCL_1288,648.0,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,64.0,SIDM00589,,upper_aerodigestive,upper_aerodigestive_squamous,,,
ACH-000780,NCI-H1105,NCIH1105,NCIH1105_LUNG,,908468.0,Male,ATCC,CVCL_1455,128.0,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),73.0,SIDM00652,,lung,SCLC,,,Suspension
ACH-000781,NCI-H2023,NCIH2023,NCIH2023_LUNG,,1240187.0,Male,ATCC,CVCL_1515,1266.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",26.0,SIDM00753,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000783,CAMA-1,CAMA1,CAMA1_BREAST,,946382.0,Female,ATCC,CVCL_1115,363.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,51.0,SIDM00920,,breast,breast_carcinoma,ERpos_HER2neg,luminal,Adherent
ACH-000784,KYSE-70,KYSE70,KYSE70_OESOPHAGUS,,753576.0,Male,DSMZ,CVCL_1356,2219.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,77.0,SIDM01024,,esophagus,esophagus_squamous,,,
ACH-000786,Daudi,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906831.0,Male,ATCC,CVCL_0008,1783.0,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",16.0,SIDM00845,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,
ACH-000787,LXF-289,LXF289,LXF289_LUNG,,753592.0,Male,DSMZ,CVCL_1394,1175.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",63.0,SIDM00339,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000788,A2058,A2058,A2058_SKIN,,906792.0,Male,ATCC,CVCL_1059,652.0,lymph_node,Metastasis,Skin Cancer,Melanoma,43.0,SIDM00797,,skin,melanoma,,,Adherent
ACH-000789,NCI-H810,NCIH810,NCIH810_LUNG,,925341.0,Male,ATCC,CVCL_1590,1104.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",51.0,SIDM01116,,lung,NSCLC,NSCLC_large_cell,,Adherent
ACH-000790,SHP-77,SHP77,SHP77_LUNG,,724872.0,Male,ATCC,CVCL_1693,1479.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),54.0,SIDM01078,,lung,SCLC,,,Mixed adherent and suspension
ACH-000792,BFTC-909,BFTC909,BFTC909_KIDNEY,,910698.0,Male,DSMZ,CVCL_1084,1284.0,kidney,Primary,Kidney Cancer,"Renal Carcinoma, transitional cell",64.0,SIDM00988,,kidney,renal_cell_carcinoma,transitional_cell,,
ACH-000793,KATO III,KATOIII,KATOIII_STOMACH,,907276.0,Male,ATCC,CVCL_0371,406.0,pleural_effusion,Metastasis,Gastric Cancer,"Adenocarcinoma, signet ring cell",55.0,SIDM00687,,gastric,gastric_adenocarcinoma,signet_ring_cell,,Mixed adherent and suspension
ACH-000794,BICR 22,BICR22,BICR22_UPPER_AERODIGESTIVE_TRACT,,1240121.0,Male,ECACC,CVCL_2310,1575.0,lymph_node,Metastasis,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,SIDM00485,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,Adherent
ACH-000795,MOLT-13,MOLT13,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908146.0,Female,DSMZ,CVCL_1422,86.0,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",2.0,SIDM00433,,blood,ALL,t_cell,,Suspension
ACH-000798,CL-40,CL40,CL40_LARGE_INTESTINE,,1240124.0,Female,DSMZ,CVCL_1982,555.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00960,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000800,NCI-H446,NCIH446,NCIH446_LUNG,,688023.0,Male,ATCC,CVCL_1562,1222.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),61.0,SIDM00965,,lung,SCLC,,,Mixed adherent and suspension
ACH-000802,BFTC-905,BFTC905,BFTC905_URINARY_TRACT,,910926.0,Female,DSMZ,CVCL_1083,1583.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,51.0,SIDM00989,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Adherent
ACH-000803,COLO 668,COLO668,COLO668_LUNG,,910692.0,Female,ECACC,CVCL_1128,1072.0,central_nervous_system,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),47.0,SIDM00143,,lung,SCLC,,,Adherent
ACH-000804,NB-1,NB1,NB1_AUTONOMIC_GANGLIA,,949179.0,Male,HSRRB,CVCL_1440,127.0,lymph_node,Metastasis,Neuroblastoma,,2.0,SIDM00578,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,Adherent
ACH-000805,COLO-679,COLO679,COLO679_SKIN,,906818.0,Female,DSMZ,CVCL_1130,2049.0,skin,Metastasis,Skin Cancer,Melanoma,47.0,SIDM00284,,skin,melanoma,,,Adherent
ACH-000806,L-540,L540,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907323.0,Female,DSMZ,CVCL_1362,651.0,bone_marrow,,Lymphoma,"B-cell, Hodgkins",20.0,SIDM00329,,lymphocyte,hodgkin_lymphoma,,,
ACH-000809,KYSE-410,KYSE410,KYSE410_OESOPHAGUS,,753574.0,Male,DSMZ,CVCL_1352,952.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,51.0,SIDM01028,,esophagus,esophagus_squamous,,,Adherent
ACH-000810,SK-MEL-30,SKMEL30,SKMEL30_SKIN,,909726.0,Male,DSMZ,CVCL_0039,1789.0,skin,Metastasis,Skin Cancer,Melanoma,67.0,SIDM00392,,skin,melanoma,,,Adherent
ACH-000811,SK-OV-3,SKOV3,SKOV3_OVARY,,905959.0,Female,ATCC,CVCL_0532,1166.0,ascites,Metastasis,Ovarian Cancer,"Cystadenocarcinoma, endometrioid",64.0,SIDM00079,,ovary,ovary_adenocarcinoma,endometrioid,,Adherent
ACH-000812,COLO-783,COLO783,COLO783_SKIN,,1240125.0,Female,DSMZ,CVCL_1997,857.0,lymph_node,Metastasis,Skin Cancer,Melanoma,48.0,SIDM00955,,skin,melanoma,,,Adherent
ACH-000814,Hs 939.T,HS939T,HS939T_SKIN,,1298144.0,Female,ATCC,CVCL_1036,1261.0,skin,,Skin Cancer,Melanoma,24.0,SIDM00663,,skin,melanoma,,,Adherent
ACH-000815,KM-H2,KMH2,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909976.0,Male,DSMZ,CVCL_1330,313.0,pleural_effusion,Metastasis,Lymphoma,"B-cell, Hodgkins",37.0,SIDM01018,,lymphocyte,hodgkin_lymphoma,,,
ACH-000816,NCI-H524,NCIH524,NCIH524_LUNG,,908483.0,Male,ATCC,CVCL_1568,2147.0,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),63.0,SIDM01129,,lung,SCLC,,,Suspension
ACH-000817,RPMI 8226,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905964.0,Male,ATCC,CVCL_0014,705.0,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,"Multiple Myeloma, plasmacytoma",61.0,SIDM00087,,plasma_cell,multiple_myeloma,plasmacytoma,,Suspension
